name,highway,geometry
Nagar Road,trunk,"LINESTRING (73.9399499 18.5627496, 73.940527 18.5630126, 73.9406585 18.5630757)"
Nagar Road,trunk,"LINESTRING (73.9406585 18.5630757, 73.9419989 18.5637191, 73.9423019 18.5639085, 73.9425737 18.5641171, 73.9428557 18.5643599, 73.9431113 18.5646281)"
Nagar Road,trunk,"LINESTRING (73.9395664 18.5625844, 73.9396809 18.5626298, 73.9399499 18.5627496)"
Nagar Road,trunk,"LINESTRING (73.93635 18.5630275, 73.9370607 18.5627473)"
Nagar Road,trunk,"LINESTRING (73.9075111 18.556434, 73.9075599 18.5564724, 73.9077215 18.5565993)"
Nagar Road,trunk,"LINESTRING (73.9077215 18.5565993, 73.9077762 18.5566426, 73.9081733 18.5569221, 73.9091342 18.5575123, 73.9092583 18.5576018)"
Nagar Road,trunk,"LINESTRING (73.9260639 18.5626169, 73.9253084 18.5625664)"
Magarpatta Road,trunk,"LINESTRING (73.9332359 18.5339388, 73.9333267 18.5342521)"
Kharadi Bypass,trunk,"LINESTRING (73.9350736 18.5418234, 73.9349327 18.5410653, 73.9348606 18.5406778, 73.934845 18.5405938, 73.9348263 18.5405032)"
Kharadi Bypass,trunk,"LINESTRING (73.9348832 18.5416418, 73.9350085 18.542292)"
,trunk,"LINESTRING (73.9341025 18.5377324, 73.9341214 18.537911)"
Kharadi Bypass,trunk,"LINESTRING (73.9342874 18.5377954, 73.9342439 18.537439)"
Kharadi Bypass,trunk,"LINESTRING (73.937725 18.5550465, 73.9376537 18.5545484, 73.9376203 18.5542292)"
Kharadi Bypass,trunk,"LINESTRING (73.9376203 18.5542292, 73.9376041 18.554081)"
Magarpatta Road,trunk,"LINESTRING (73.9334257 18.5342296, 73.933332 18.533965, 73.9332663 18.533689, 73.9332349 18.5335859, 73.9331716 18.5333824, 73.9330943 18.5330598)"
Magarpatta Road,trunk,"LINESTRING (73.9324073 18.5303115, 73.9324367 18.5300523, 73.9324666 18.5297888)"
Kharadi Bypass,trunk,"LINESTRING (73.9276795 18.5038083, 73.9276382 18.5032168, 73.9276356 18.5031825, 73.9276121 18.5028761)"
Solapur Road,trunk,"LINESTRING (73.9440851 18.5000278, 73.9429389 18.5001657, 73.9427198 18.5001943, 73.9424294 18.500229)"
Solapur Road,trunk,"LINESTRING (73.9448962 18.5000285, 73.9457659 18.4999124)"
Solapur Road,trunk,"LINESTRING (73.9485755 18.4994287, 73.9478274 18.4995285, 73.9476935 18.4995464, 73.9469705 18.4996395)"
Solapur Road,trunk,"LINESTRING (73.9461667 18.4997501, 73.9457478 18.499806, 73.9456182 18.4998233, 73.9445635 18.499964, 73.9440851 18.5000278)"
Saswad Road,trunk,"LINESTRING (73.9487017 18.491933, 73.9487719 18.4918387)"
Saswad Road,trunk,"LINESTRING (73.9488388 18.4917489, 73.948984 18.4915537)"
Solapur Road,trunk,"LINESTRING (73.9499462 18.4992459, 73.9497452 18.4992727)"
Solapur Road,trunk,"LINESTRING (73.9274748 18.5023204, 73.9273595 18.5023649)"
Solapur Road,trunk,"LINESTRING (73.9273744 18.5025621, 73.9277078 18.5024798)"
Katraj-Kondhwa Road,trunk,"LINESTRING (73.8681969 18.4483518, 73.8682694 18.4483652, 73.8684482 18.4484223)"
Katraj-Kondhwa Road,trunk,"LINESTRING (73.8674802 18.4482376, 73.8678417 18.4482732)"
,trunk,"LINESTRING (73.8605958 18.437328, 73.8605998 18.4371206, 73.8605999 18.4368668)"
,trunk,"LINESTRING (73.8605958 18.437328, 73.8605824 18.4375074, 73.860565 18.4377567, 73.860518 18.4381648)"
,trunk,"LINESTRING (73.8602243 18.4400608, 73.8602583 18.4399223, 73.8604213 18.4392595, 73.8604478 18.4390779, 73.8604577 18.4389802, 73.8604744 18.4388152)"
,trunk,"LINESTRING (73.8602243 18.4400608, 73.8600697 18.4406318, 73.8600474 18.440714, 73.8599273 18.4412516, 73.8599044 18.441354, 73.8598622 18.4415429, 73.8598098 18.4417557)"
Jagannath Shankarsheth Marg,trunk,"LINESTRING (73.876254 18.5022376, 73.8762137 18.5022281)"
Jagannath Shankarsheth Marg,trunk,"LINESTRING (73.876254 18.5022376, 73.876457 18.5022856, 73.8765353 18.5023046, 73.8775639 18.5025421, 73.8779893 18.502647)"
Balaji Vishwanath Path,trunk,"LINESTRING (73.8580233 18.5006877, 73.8574402 18.5007934, 73.8570518 18.5008682)"
Shivaji Road,trunk,"LINESTRING (73.8574124 18.5132092, 73.8574569 18.513092)"
Solapur Road Flyover Ramp,trunk,"LINESTRING (73.9403829 18.4988695, 73.9401449 18.4990679, 73.9392918 18.4997836, 73.9386132 18.5004093, 73.9384241 18.5005683, 73.9382914 18.5006688, 73.9380434 18.5008494)"
Saswad Road,trunk,"LINESTRING (73.9407024 18.4985785, 73.9406406 18.4986347)"
Shivaji Road,trunk,"LINESTRING (73.8536801 18.5248782, 73.8536952 18.5248407, 73.8537137 18.5247879, 73.8537137 18.524779, 73.8537138 18.5247342)"
Katraj Kondhwa Road,trunk,"LINESTRING (73.8907405 18.4523839, 73.891021 18.4523002, 73.8911057 18.4522755)"
Balaji Vishwanath Path,trunk,"LINESTRING (73.8558377 18.501062, 73.8557223 18.5010896)"
Balaji Vishwanath Path,trunk,"LINESTRING (73.8570518 18.5008682, 73.8569252 18.5008926, 73.8561474 18.5010541, 73.8560304 18.5010571)"
Katraj Kondhwa Road,trunk,"LINESTRING (73.8585951 18.4481904, 73.858828 18.4480697)"
Satara Road,trunk,"LINESTRING (73.8585951 18.4481904, 73.858625 18.4480809)"
Satara Road,trunk,"LINESTRING (73.8584544 18.4480926, 73.8583819 18.4483594)"
Katraj - Dehu Road Bypass,trunk,"LINESTRING (73.8584544 18.4480926, 73.8581715 18.4482155, 73.8580935 18.4482443, 73.8579292 18.448235, 73.8578529 18.4482125, 73.8577626 18.4482127, 73.8575417 18.4482501, 73.8572277 18.4483424, 73.8565914 18.4485624, 73.856494 18.4485901, 73.8561898 18.4486748, 73.8559393 18.4487595, 73.8555853 18.4490171, 73.8553761 18.449106, 73.8547695 18.4492857, 73.8542125 18.449434, 73.8535653 18.449619)"
Old Pune–Mumbai Highway,trunk,"LINESTRING (73.85354 18.5318305, 73.8534757 18.5318926, 73.8530762 18.5322878, 73.8528751 18.5325078, 73.8527123 18.5327075)"
Katraj-Kondhwa Road,trunk,"LINESTRING (73.8649155 18.4485464, 73.8650268 18.4485235, 73.8653624 18.448456, 73.8654987 18.4484354, 73.8657148 18.4484219, 73.8661337 18.4484295, 73.8663303 18.4484141, 73.86648 18.4483766, 73.8667276 18.4483083)"
Satara Road,trunk,"LINESTRING (73.8581993 18.4506862, 73.8582221 18.450442, 73.8582557 18.4502384, 73.8583797 18.4494871, 73.8584246 18.449124, 73.8584594 18.4488047, 73.8585364 18.4484283, 73.8585951 18.4481904)"
Bankimchandra Chatopadhyay Path,trunk,"LINESTRING (73.8513821 18.529803, 73.8517917 18.5297087)"
Nagar Road,trunk,"LINESTRING (73.9825599 18.5804429, 73.9825281 18.5804479, 73.9822225 18.5805153)"
Nagar Road,trunk,"LINESTRING (73.9553715 18.5721796, 73.955131 18.572017, 73.9550546 18.5719653, 73.954309 18.571461, 73.954099 18.5713078, 73.9523483 18.5700303, 73.9522245 18.5699505, 73.9520355 18.5698285, 73.9510902 18.5692517, 73.9508877 18.5691296)"
Nagar Road,trunk,"LINESTRING (73.9798679 18.5806941, 73.97864 18.5806613)"
Nagar Road,trunk,"LINESTRING (73.9561056 18.5726635, 73.9558205 18.5724756, 73.9553715 18.5721796)"
Nagar Road,trunk,"LINESTRING (73.9577221 18.5735747, 73.9574106 18.5734285, 73.9571445 18.5732968)"
Nagar Road,trunk,"LINESTRING (73.9571445 18.5732968, 73.9570944 18.5732713, 73.9568123 18.5731188, 73.9566861 18.5730457)"
Nagar Road,trunk,"LINESTRING (73.9773847 18.5804518, 73.9767303 18.5801916, 73.9766396 18.5801555, 73.9755553 18.5796875, 73.9755105 18.5796692, 73.975261 18.5795674, 73.9751551 18.5795294, 73.9750022 18.5794745, 73.9746786 18.579386)"
Nagar Road,trunk,"LINESTRING (73.9835732 18.5805451, 73.9833069 18.5804666, 73.9831554 18.5804278, 73.9829668 18.5804072, 73.9828205 18.5804104)"
Nagar Road,trunk,"LINESTRING (73.9974494 18.589803, 73.9976642 18.5901063, 73.9979034 18.5904441)"
Nagar Road,trunk,"LINESTRING (73.9975263 18.5897716, 73.9973968 18.5895898, 73.9973812 18.589568, 73.9970848 18.5891845, 73.9964216 18.5884315, 73.9961892 18.5881677, 73.994936 18.5868391, 73.9945854 18.5865332, 73.9944868 18.5864471, 73.993741 18.5857963, 73.9934765 18.5855655)"
Nagar Road,trunk,"LINESTRING (73.9972268 18.5895, 73.9973114 18.5896095, 73.9974494 18.589803)"
,trunk,"LINESTRING (74.0015184 18.5958717, 74.001655 18.5960136, 74.0022865 18.5966137, 74.0027458 18.5969528, 74.0030085 18.5971468, 74.0030677 18.5971822)"
Katraj - Dehu Road Bypass,trunk,"LINESTRING (73.7715013 18.5113324, 73.7712448 18.5115436, 73.7711937 18.5115857, 73.7710059 18.5117586, 73.7708266 18.5119466, 73.7706479 18.5121521, 73.7704721 18.5123726, 73.7703039 18.512599, 73.770052 18.5130028, 73.7698407 18.5133598, 73.7695814 18.5138439, 73.7694689 18.5140714, 73.7693834 18.5142759, 73.7692955 18.5145017, 73.7692304 18.5146972, 73.7691546 18.5149538, 73.7691032 18.5151657, 73.7689244 18.515998, 73.7688786 18.5162294, 73.7688482 18.5164141, 73.7688312 18.5165498, 73.7688055 18.5168844, 73.76878 18.5172378, 73.7687665 18.5176349, 73.7687783 18.518036)"
Nagar Road,trunk,"LINESTRING (73.9225527 18.561972, 73.9223916 18.5619384, 73.9222854 18.561912, 73.9221911 18.5618885, 73.9215494 18.5617288, 73.921153 18.5616232)"
Saswad Road,trunk,"LINESTRING (73.9415357 18.4979764, 73.9419056 18.4977042)"
,trunk,"LINESTRING (74.0118698 18.6031524, 74.0118045 18.6030913, 74.0103585 18.6017372)"
Magarpatta Road,trunk,"LINESTRING (73.9334834 18.5343645, 73.9334257 18.5342296)"
Nagar Road,trunk,"LINESTRING (73.9186476 18.5611245, 73.9190648 18.5612383, 73.9193439 18.5613285, 73.9194782 18.5613638, 73.9197446 18.5614378, 73.9199557 18.5614964, 73.9201134 18.5615402, 73.921088 18.561811)"
Old Pune–Mumbai Highway,trunk,"LINESTRING (73.8522488 18.5334563, 73.8521671 18.5335692, 73.8521591 18.5335803, 73.8518451 18.5340396, 73.8515962 18.5344243, 73.8513362 18.5348917, 73.8510531 18.5354851, 73.8509884 18.5356113, 73.850904 18.5358126, 73.8508546 18.5359402, 73.8508171 18.5360689)"
Nagar Road,trunk,"LINESTRING (73.9615866 18.5752733, 73.961757 18.5753409, 73.9620693 18.5754751, 73.9624697 18.5756472, 73.9626822 18.5757226)"
Nagar Road,trunk,"LINESTRING (73.9626822 18.5757226, 73.9628567 18.5757845, 73.9633731 18.575942, 73.9637529 18.5760579, 73.9640884 18.5761602)"
Nagar Road,trunk,"LINESTRING (73.9580061 18.5737909, 73.9584081 18.5739768)"
Nagar Road,trunk,"LINESTRING (73.9584081 18.5739768, 73.9587065 18.5741127)"
Katraj - Dehu Road Bypass,trunk,"LINESTRING (73.810024 18.4740136, 73.8102066 18.473755, 73.8107553 18.4731506, 73.8112293 18.4726129)"
Solapur Road,trunk,"LINESTRING (73.9538498 18.4987048, 73.9525437 18.4988899)"
Solapur Road,trunk,"LINESTRING (73.9514487 18.4990463, 73.9513021 18.4990658)"
Solapur Road,trunk,"LINESTRING (73.9540834 18.4986716, 73.9540578 18.4986752, 73.9538763 18.498701, 73.9538498 18.4987048)"
Mokshagundam Vishweshvarayya Flyover,trunk,"LINESTRING (73.8523748 18.5335314, 73.8525197 18.5332961, 73.8528402 18.5327875, 73.8530508 18.5325395, 73.8532425 18.5323361, 73.8536462 18.5319215)"
Bund Garden Road,trunk,"LINESTRING (73.8756698 18.5307546, 73.8756056 18.5306955)"
Bund Garden Road,trunk,"LINESTRING (73.8756048 18.5308211, 73.8757336 18.5309471, 73.8757418 18.5309553, 73.8759586 18.5311734, 73.8760903 18.5313058, 73.8761081 18.5313219, 73.8764864 18.5316644, 73.8766436 18.5318022, 73.8768113 18.5319499)"
Chimaji Appa Peshwe Path,trunk,"LINESTRING (73.8536161 18.504011, 73.8535959 18.5042516)"
Nagar Road,trunk,"LINESTRING (73.9508431 18.5692164, 73.9509221 18.5692625, 73.9510554 18.5693404, 73.9513575 18.5695186, 73.9519887 18.569891, 73.9522982 18.5700907, 73.9527988 18.570456, 73.9535265 18.570987, 73.9536178 18.5710536, 73.9536668 18.5710894, 73.9538591 18.5712297)"
"['Katraj-Kondhwa Road', 'Katraj Kondhwa Road']",trunk,"LINESTRING (73.8866065 18.4538731, 73.8867012 18.4538742, 73.8870131 18.4539216, 73.887127 18.4539216, 73.8872357 18.4539071, 73.888174 18.4536161)"
Saswad Road,trunk,"LINESTRING (73.9472043 18.4937028, 73.9469985 18.4938869, 73.9466099 18.4941903, 73.9456306 18.4948766)"
Satara Road,trunk,"LINESTRING (73.8579607 18.4601671, 73.8579667 18.4603168, 73.8579703 18.4605499)"
Nagar Road,trunk,"LINESTRING (73.9883038 18.5823738, 73.9882199 18.5823163, 73.9877261 18.5820495, 73.9872274 18.5818077, 73.9869456 18.5816652)"
Jagannath Shankarsheth Marg,trunk,"LINESTRING (73.8747638 18.5019538, 73.8749487 18.5019862, 73.8750841 18.5020134, 73.8751788 18.5020363)"
Jagannath Shankarsheth Marg,trunk,"LINESTRING (73.8747686 18.5018801, 73.8746922 18.5018738, 73.8745524 18.5018703, 73.874494 18.5018689, 73.8742722 18.5018634, 73.8737673 18.5018509, 73.8737038 18.5018494, 73.873207 18.5018375)"
Old Pune–Mumbai Highway,trunk,"LINESTRING (73.8516224 18.542596, 73.8516161 18.5425322, 73.8516014 18.542443, 73.8514976 18.5418157)"
Old Pune–Mumbai Highway,trunk,"LINESTRING (73.8515046 18.5426132, 73.8515401 18.5429654, 73.8515855 18.543788, 73.8516039 18.5441211, 73.8516135 18.5442956, 73.8516157 18.5443348)"
Katraj - Dehu Road Bypass,trunk,"LINESTRING (73.7687783 18.518036, 73.7687934 18.5182544, 73.7688244 18.518631, 73.7688703 18.5190274, 73.7689618 18.5195519, 73.7690277 18.5199323, 73.7691047 18.5202678, 73.7691961 18.5206159, 73.7693077 18.5210351, 73.76944 18.5214832, 73.7694946 18.5216318, 73.7695502 18.5217656, 73.7696101 18.5218938, 73.7697006 18.5220394, 73.7697956 18.5221874, 73.7699447 18.522393, 73.7717368 18.524699, 73.7719522 18.5249811, 73.7721595 18.5252239, 73.7723673 18.5254428, 73.7726132 18.5256657, 73.7727446 18.5257731, 73.7728871 18.525883, 73.7731593 18.5260727, 73.7734684 18.526247, 73.7737846 18.526395, 73.774192 18.5265587, 73.7760373 18.5272479, 73.776266 18.527345)"
Nagar Road,trunk,"LINESTRING (73.9958272 18.58793, 73.996251 18.5884235)"
Solapur Road,trunk,"LINESTRING (73.9242225 18.5031922, 73.9236201 18.503357)"
Katraj - Dehu Road Bypass,trunk,"LINESTRING (73.840693 18.4535199, 73.8418691 18.4531794, 73.8430237 18.4528474, 73.8432423 18.4527872)"
Mundhwa Road,trunk,"LINESTRING (73.9307901 18.5095022, 73.9297898 18.5084261)"
Katraj Kondhwa Road,trunk,"LINESTRING (73.888174 18.4536161, 73.8884939 18.4535009, 73.8886317 18.4534456)"
Katraj - Dehu Road Bypass,trunk,"LINESTRING (73.852494 18.4500421, 73.8535984 18.4497383)"
Solapur Road,trunk,"LINESTRING (73.9208291 18.5041075, 73.9204504 18.5042183)"
Nagar Road,trunk,"LINESTRING (73.9684636 18.5769994, 73.9682912 18.5769818)"
Nagar Road,trunk,"LINESTRING (73.9684542 18.5770747, 73.9687508 18.577093, 73.9688488 18.5771107, 73.969005 18.577139, 73.9692549 18.5771982, 73.9694786 18.5772757, 73.9697005 18.577369)"
Nagar Road,trunk,"LINESTRING (73.9729878 18.5788031, 73.9727121 18.5785988, 73.9725212 18.5784631, 73.9723794 18.5783979, 73.9722794 18.5783519, 73.9719221 18.5782235, 73.9717845 18.578174, 73.9716491 18.5781206, 73.9711998 18.5779435, 73.9710227 18.5778755, 73.9709293 18.5778396, 73.9704792 18.5776363, 73.9697366 18.5773009, 73.9694792 18.5771889, 73.9692788 18.5771256, 73.9690233 18.5770651, 73.9687626 18.5770179, 73.9684636 18.5769994)"
Nagar Road,trunk,"LINESTRING (73.950236 18.5687346, 73.9491519 18.5680952)"
Solapur Road,trunk,"LINESTRING (73.9497452 18.4992727, 73.9495892 18.4992935)"
Nagar Road,trunk,"LINESTRING (73.996251 18.5884235, 73.9963647 18.5885522, 73.9966804 18.5888797, 73.9970181 18.5892299, 73.9971563 18.5894088, 73.9972268 18.5895)"
Nagar Road,trunk,"LINESTRING (73.9025776 18.5540279, 73.9022976 18.5539474, 73.9020295 18.5538721, 73.9005207 18.5533718, 73.9002839 18.5532951, 73.9000767 18.553228, 73.8995233 18.5530452, 73.8993944 18.5530098)"
Kharadi Bypass,trunk,"LINESTRING (73.9374573 18.5542591, 73.9374925 18.5545686, 73.9375763 18.5551524)"
Satara Road,trunk,"LINESTRING (73.8575301 18.4835482, 73.8574863 18.4833317, 73.857417 18.4829228)"
Balaji Vishwanath Path,trunk,"LINESTRING (73.8582142 18.5006618, 73.8581218 18.5006743, 73.8580233 18.5006877)"
Nagar Road,trunk,"LINESTRING (73.9914257 18.584273, 73.9905004 18.5837071, 73.989906 18.5833435)"
Nagar Road,trunk,"LINESTRING (73.9921948 18.5847115, 73.9916246 18.5843864, 73.9914257 18.584273)"
Nagar Road,trunk,"LINESTRING (73.972056 18.5783529, 73.9722456 18.5784211, 73.9724766 18.5785273, 73.9726601 18.5786578)"
Raja Bahadur Mill Marg,trunk,"LINESTRING (73.8752944 18.5304231, 73.8751029 18.5302568, 73.874801 18.5299824, 73.8747063 18.5298961, 73.8745938 18.5298131, 73.8744978 18.5297688, 73.8743549 18.5297383, 73.8740423 18.5297264, 73.8724479 18.5296475, 73.8721383 18.5296301, 73.8720639 18.5296259, 73.8711643 18.5295824, 73.8707517 18.5295858, 73.870448 18.5295909, 73.8701854 18.5296112, 73.870021 18.5296282, 73.8697513 18.5296756, 73.8694512 18.5297349, 73.8692618 18.5297806, 73.8685204 18.5300042, 73.8683132 18.5300516, 73.8681101 18.5300787, 73.8678791 18.5301008, 73.8676452 18.530105, 73.8670881 18.5300814, 73.8659381 18.5300328)"
Raja Bahadur Mill Marg,trunk,"LINESTRING (73.8752016 18.5304908, 73.8752741 18.5305481, 73.8754409 18.5306799, 73.8755183 18.5307449, 73.8755536 18.5307762)"
,trunk,"LINESTRING (73.8578063 18.4954492, 73.8578439 18.4961589, 73.8578399 18.4962721, 73.8578306 18.4965317, 73.8578276 18.4966155)"
,trunk,"LINESTRING (73.8577441 18.4944855, 73.85775 18.494793, 73.8578063 18.4954492)"
,trunk,"LINESTRING (73.8578509 18.4941235, 73.8577441 18.4944855)"
Late Keshavrao Jedhe Flyover,trunk,"LINESTRING (73.8578509 18.4941235, 73.8578436 18.4943746, 73.8578466 18.4948426, 73.857919 18.4961347, 73.8579104 18.4966522, 73.8579104 18.4969026, 73.8579259 18.4970083, 73.8579434 18.4971637, 73.8580043 18.4975304, 73.8583843 18.4999896)"
Old Pune–Mumbai Highway,trunk,"LINESTRING (73.8467167 18.5571164, 73.8466556 18.5572357, 73.8465645 18.5573859, 73.8465231 18.5574397)"
Bajirao Road,trunk,"LINESTRING (73.8535751 18.5054946, 73.8535898 18.5056506, 73.8536222 18.5056995)"
Raja Bahadur Mill Marg,trunk,"LINESTRING (73.8633125 18.5298456, 73.8633897 18.5298738, 73.863547 18.529923, 73.8636935 18.5299687, 73.863905 18.5300077, 73.8640094 18.5300176, 73.8641966 18.5300354, 73.8647422 18.5300677, 73.8654042 18.5300957, 73.8659357 18.5301182)"
Raja Bahadur Mill Marg,trunk,"LINESTRING (73.8633199 18.5297318, 73.8632138 18.5296934)"
Mundhwa Road,trunk,"LINESTRING (73.9322684 18.5237064, 73.9322656 18.5236843, 73.9322537 18.5235895)"
,trunk,"LINESTRING (73.9342339 18.5373574, 73.9342504 18.5372953, 73.9342367 18.5372228, 73.9342245 18.5371758, 73.9340411 18.5363731, 73.9339001 18.5357218, 73.9337148 18.534943, 73.9336712 18.5347737, 73.9335573 18.5344316, 73.9334834 18.5343645)"
"['Mundhwa Road', 'Magarpatta Road', 'Kharadi Bypass']",trunk,"LINESTRING (73.9342339 18.5373574, 73.934191 18.537305, 73.9341569 18.5371768, 73.9340943 18.5368876, 73.9339797 18.5364032, 73.9336188 18.5347985, 73.9335653 18.5346503, 73.933505 18.5344583, 73.9334834 18.5343645)"
"['Mundhwa Road', 'Mundhwa Bridge', 'Kharadi Bypass']",trunk,"LINESTRING (73.9333796 18.534416, 73.9334325 18.5344888, 73.9335264 18.5348157, 73.9337933 18.5359911, 73.9339609 18.5367282, 73.9341338 18.5374827, 73.9342017 18.5377864, 73.9341993 18.5379889, 73.9341716 18.5380709)"
,trunk,"LINESTRING (73.9333796 18.534416, 73.9333648 18.5345094, 73.9334527 18.5348588, 73.933637 18.5356895, 73.9337846 18.5363995, 73.9340402 18.5375272, 73.9341025 18.5377324)"
Kharadi Bypass,trunk,"LINESTRING (73.9341716 18.5380709, 73.9341845 18.5381413, 73.9341974 18.5382116)"
Solapur Road,trunk,"LINESTRING (73.9002829 18.5065963, 73.9008095 18.5065902, 73.9010536 18.5065744)"
,trunk,"LINESTRING (73.7879802 18.4960377, 73.7880887 18.4960132)"
"['Katraj - Dehu Road Bypass', 'Mumbai Pune Bypass Road * Katraj-Dehu Rd Bypass', 'Bypass']",trunk,"LINESTRING (73.7879802 18.4960377, 73.7879586 18.4959422, 73.7879157 18.4953521, 73.7879264 18.4949349, 73.7879801 18.4945991, 73.7880981 18.494182, 73.7882268 18.4938259, 73.7884092 18.4934901, 73.7893987 18.4921527, 73.7895753 18.491915, 73.7897458 18.4917037, 73.7899542 18.4914653, 73.7902331 18.4912313, 73.7908983 18.4907632, 73.7919573 18.4900203, 73.7925099 18.4896346, 73.7957938 18.4873425, 73.7992787 18.4849101, 73.8000051 18.484378, 73.8010698 18.483621, 73.8020029 18.4828688, 73.8024032 18.4824616, 73.8027185 18.4821336, 73.803251 18.4815791, 73.8033982 18.4814094, 73.8055285 18.4790876, 73.8067111 18.4777597)"
,trunk,"LINESTRING (73.7880887 18.4960132, 73.7879802 18.4960377)"
Satara Road,trunk,"LINESTRING (73.8582467 18.4489186, 73.8582136 18.449051, 73.8581456 18.449624)"
Saswad Road,trunk,"LINESTRING (73.9406406 18.4986347, 73.9403829 18.4988695)"
Nagar Road,trunk,"LINESTRING (73.9538591 18.5712297, 73.9540613 18.5713756, 73.9542582 18.5715208, 73.9543922 18.5716112)"
Nagar Road,trunk,"LINESTRING (73.9739666 18.5792233, 73.9738318 18.5791962)"
Nagar Road,trunk,"LINESTRING (73.9746786 18.579386, 73.9743379 18.5793081, 73.9741778 18.5792715, 73.9739666 18.5792233)"
"['Katraj - Dehu Road Bypass', 'Mumbai Pune Bypass Road * Katraj-Dehu Rd Bypass', 'Bypass']",trunk,"LINESTRING (73.8023213 18.482372, 73.8020967 18.4825956, 73.8011794 18.4833842, 73.8005464 18.4838624, 73.7999427 18.484306, 73.7991895 18.484835, 73.7989532 18.4849865, 73.7975426 18.4859583, 73.796105 18.4869605, 73.7957231 18.4872118, 73.7952906 18.4874963, 73.793589 18.4887005, 73.7931223 18.4890159, 73.7923808 18.4895364, 73.7918735 18.4898925, 73.7911965 18.4903641, 73.7908208 18.490606, 73.7901422 18.4910944, 73.789834 18.4913714, 73.7895991 18.4916528, 73.7894641 18.4918443, 73.7892784 18.4920854, 73.7887412 18.4927699, 73.7884739 18.4931523, 73.7882085 18.4935438, 73.7880072 18.4939968, 73.7878677 18.4944038, 73.7877697 18.4949392, 73.7877551 18.4952152, 73.7877687 18.495477, 73.7878423 18.4960194, 73.7878822 18.4962159)"
Nagar Road,trunk,"LINESTRING (73.9645533 18.5762172, 73.9641596 18.5761136)"
Old Pune–Mumbai Highway,trunk,"LINESTRING (73.8383533 18.5688204, 73.837943 18.5699423, 73.8378664 18.570142)"
Katraj-Kondhwa Road,trunk,"LINESTRING (73.8687694 18.448531, 73.8692182 18.448711)"
Nagar Road,trunk,"LINESTRING (73.9589055 18.5742047, 73.9593558 18.5744083)"
Nagar Road,trunk,"LINESTRING (73.9816661 18.580633, 73.9815823 18.5806494, 73.9812069 18.5806846, 73.980339 18.5807067, 73.9798679 18.5806941)"
Solapur Road,trunk,"LINESTRING (73.9220388 18.5039442, 73.9225192 18.5038134)"
Nagar Road,trunk,"LINESTRING (73.9603304 18.5748086, 73.9606649 18.5749296)"
Nagar Road,trunk,"LINESTRING (73.9561846 18.5728271, 73.956286 18.5728942)"
Nagar Road,trunk,"LINESTRING (73.9587065 18.5741127, 73.9589055 18.5742047)"
,trunk,"LINESTRING (73.8798525 18.4503163, 73.8795608 18.4502686, 73.8794852 18.4503138, 73.8794076 18.4504253)"
,trunk,"LINESTRING (73.8798525 18.4503163, 73.8800862 18.4503452, 73.8802278 18.4503635, 73.8802989 18.450371, 73.881171 18.4504992, 73.8813251 18.4505247)"
,trunk,"LINESTRING (73.8798525 18.4503163, 73.8797861 18.4506199, 73.879779 18.4506582)"
,trunk,"LINESTRING (73.8821554 18.4506621, 73.8829505 18.4507465)"
,trunk,"LINESTRING (73.8821554 18.4506621, 73.8819534 18.4506287, 73.881581 18.4505671)"
,trunk,"LINESTRING (73.8605999 18.4368668, 73.8605867 18.4366433, 73.860561 18.4364832, 73.8605083 18.4362229)"
,trunk,"LINESTRING (73.8605999 18.4368668, 73.8605998 18.4371206, 73.8605958 18.437328)"
Katraj - Dehu Road Bypass,trunk,"LINESTRING (73.7795812 18.5317763, 73.7796448 18.5319356, 73.7797702 18.5322543, 73.7798786 18.5325625, 73.7799634 18.5329297, 73.7802436 18.5342401, 73.7803685 18.5348146, 73.7804175 18.5350133, 73.7805603 18.5354706, 73.7809836 18.5368067, 73.7810873 18.5372086, 73.7811398 18.5374863, 73.7811581 18.5377681, 73.7811503 18.5380811, 73.7811042 18.5384381, 73.7810413 18.5387013, 73.780939 18.5389987, 73.7808035 18.5392817, 73.7806416 18.539565, 73.7804762 18.5397915, 73.7803705 18.5399166)"
Old Pune–Mumbai Highway,trunk,"LINESTRING (73.8369149 18.5725979, 73.8367557 18.5730578)"
Old Pune-Mumbai Highway,trunk,"LINESTRING (73.8373255 18.571816, 73.837469 18.5714225)"
Old Pune–Mumbai Highway,trunk,"LINESTRING (73.8391926 18.5667413, 73.8392037 18.5667, 73.8392087 18.5666817)"
Old Pune-Mumbai Highway,trunk,"LINESTRING (73.8373045 18.5718816, 73.8373255 18.571816)"
Old Pune–Mumbai Highway,trunk,"LINESTRING (73.8392087 18.5666817, 73.839365 18.5662994, 73.8393742 18.566277, 73.8395351 18.5658829, 73.8395651 18.5658401, 73.8396038 18.5657775, 73.8397135 18.5656206)"
Shivaji Road,trunk,"LINESTRING (73.8536179 18.5248573, 73.8535859 18.5249215, 73.8535755 18.5249427, 73.853545 18.5250045)"
Shivaji Road,trunk,"LINESTRING (73.853545 18.5250045, 73.8535267 18.5250464, 73.8532642 18.5256061, 73.8532481 18.5256431, 73.8532282 18.5256872)"
Nagar Road,trunk,"LINESTRING (73.9848156 18.5810026, 73.9854975 18.5812088)"
